"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"21ur-13561",0,NA,NA,NA,NA,NA
"21ur-8492",0,NA,NA,NA,NA,NA
"21ur-8669",0,NA,NA,NA,NA,NA
"21ur-9984",0,NA,NA,NA,NA,NA
"21ur-14792",0,NA,NA,NA,NA,NA
"21ur-14509",0,NA,NA,NA,NA,NA
"21ur-9054",0,NA,NA,NA,NA,NA
"21ur-8520",0,NA,NA,NA,NA,NA
"21ur-6154",0,NA,NA,NA,NA,NA
"21ur-11608",0,NA,NA,NA,NA,NA
"21ur-8907",0,NA,NA,NA,NA,NA
"21ur-8795",0,NA,NA,NA,NA,NA
"21ur-11842",0,NA,NA,NA,NA,NA
"21ur-5949",0.0695897856896115,0,6.05104869045493,0,1,NA
"21ur-14150",0,NA,NA,NA,NA,NA
"21ur-11388",0,NA,NA,NA,NA,NA
"21ur-11198",0.0382099456308593,0,6.05106716782673,0,1,NA
"21ur-12466",0.0330813400050765,0,6.05106716782673,0,1,NA
"21ur-10811",0,NA,NA,NA,NA,NA
"21ur-9390",0,NA,NA,NA,NA,NA
"21ur-6742",0,NA,NA,NA,NA,NA
"21ur-13101",0,NA,NA,NA,NA,NA
"21ur-12397",0,NA,NA,NA,NA,NA
"21ur-8475",0,NA,NA,NA,NA,NA
"21ur-13686",0,NA,NA,NA,NA,NA
"21ur-7315",0.0396432034344052,0,6.05106716782673,0,1,NA
"21ur-14983",0,NA,NA,NA,NA,NA
"21ur-14381",0.0396432034344052,0,6.05106716782673,0,1,NA
"21ur-9979",0,NA,NA,NA,NA,NA
"21ur-10979",0.733822873224555,1.49606155344412,3.15717316916945,0.473861100827004,0.635598959908069,NA
"21ur-7863",0,NA,NA,NA,NA,NA
"21ur-15347",0,NA,NA,NA,NA,NA
"21ur-13845",0,NA,NA,NA,NA,NA
"21ur-6460",0,NA,NA,NA,NA,NA
"21ur-12246",0,NA,NA,NA,NA,NA
"21ur-8519",0,NA,NA,NA,NA,NA
"21ur-12553",0,NA,NA,NA,NA,NA
"21ur-7811",0,NA,NA,NA,NA,NA
"21ur-5856",0,NA,NA,NA,NA,NA
"21ur-12814",0,NA,NA,NA,NA,NA
"21ur-11964",0,NA,NA,NA,NA,NA
"21ur-6245",0,NA,NA,NA,NA,NA
"21ur-15079",0.0365458748688025,0,6.05106716782673,0,1,NA
"21ur-8470",0.0383943545365784,0,6.05106716782673,0,1,NA
"21ur-15692",0,NA,NA,NA,NA,NA
"21ur-11573",0,NA,NA,NA,NA,NA
"21ur-11272",0,NA,NA,NA,NA,NA
"21ur-9586",0,NA,NA,NA,NA,NA
"21ur-8541",0,NA,NA,NA,NA,NA
"21ur-10254",0,NA,NA,NA,NA,NA
"21ur-7692",0,NA,NA,NA,NA,NA
"21ur-5682",0,NA,NA,NA,NA,NA
"21ur-8428",0,NA,NA,NA,NA,NA
"21ur-5722",0.153556539016458,0,6.05103060668298,0,1,NA
"21ur-7293",0,NA,NA,NA,NA,NA
"21ur-15351",0.0708550793615944,0,6.05106716782673,0,1,NA
"21ur-12339",0,NA,NA,NA,NA,NA
"21ur-15683",0,NA,NA,NA,NA,NA
"21ur-7896",0,NA,NA,NA,NA,NA
"21ur-12866",0.677715910124344,-0.336588873117961,2.86427431086299,-0.117512792626538,0.906453707230527,NA
"21ur-8912",0.041374573065657,0,6.05106716782673,0,1,NA
"21ur-6539",0,NA,NA,NA,NA,NA
"21ur-13096",0.0730048384756651,0,6.05106716782673,0,1,NA
"21ur-14241",0,NA,NA,NA,NA,NA
"21ur-7150",0.0360601865167887,0,6.05106716782673,0,1,NA
"21ur-11560",0,NA,NA,NA,NA,NA
"21ur-14248",0,NA,NA,NA,NA,NA
"21ur-9974",0,NA,NA,NA,NA,NA
"21ur-9319",0,NA,NA,NA,NA,NA
"21ur-14445",0,NA,NA,NA,NA,NA
"21ur-8741",0,NA,NA,NA,NA,NA
"21ur-14577",0,NA,NA,NA,NA,NA
"21ur-13390",0,NA,NA,NA,NA,NA
"21ur-8383",0,NA,NA,NA,NA,NA
"21ur-6193",0,NA,NA,NA,NA,NA
"21ur-9812",0,NA,NA,NA,NA,NA
"21ur-11732",0,NA,NA,NA,NA,NA
"21ur-12867",0,NA,NA,NA,NA,NA
"21ur-15072",0,NA,NA,NA,NA,NA
"21ur-9660",0.0727695956093351,0,6.05106716782673,0,1,NA
"21ur-7258",0,NA,NA,NA,NA,NA
"21ur-6959",0,NA,NA,NA,NA,NA
"21ur-9175",0,NA,NA,NA,NA,NA
"21ur-9851",0,NA,NA,NA,NA,NA
"21ur-10355",0.153532635876411,0,6.05102133605882,0,1,NA
"21ur-6069",0.0495175868949045,-1.20881697793279,6.05106716782673,-0.199769221594502,0.841661073704334,NA
"21ur-7266",0,NA,NA,NA,NA,NA
"21ur-15603",0,NA,NA,NA,NA,NA
"21ur-11073",0,NA,NA,NA,NA,NA
"21ur-10306",0,NA,NA,NA,NA,NA
"21ur-12048",0,NA,NA,NA,NA,NA
"21ur-14565",0,NA,NA,NA,NA,NA
"21ur-9658",0,NA,NA,NA,NA,NA
"21ur-9098",0,NA,NA,NA,NA,NA
"21ur-13074",0,NA,NA,NA,NA,NA
"21ur-12520",0,NA,NA,NA,NA,NA
"21ur-13698",0,NA,NA,NA,NA,NA
"21ur-8411",0,NA,NA,NA,NA,NA
"21ur-15187",0,NA,NA,NA,NA,NA
"21ur-12801",0,NA,NA,NA,NA,NA
"21ur-8844",0,NA,NA,NA,NA,NA
"21ur-7935",0,NA,NA,NA,NA,NA
"21ur-7744",0.0331263921749299,0,6.05106716782673,0,1,NA
"21ur-8919",0,NA,NA,NA,NA,NA
"21ur-12885",0,NA,NA,NA,NA,NA
"21ur-11132",0.734482874172227,-2.95603099440318,2.48502409899019,-1.18953816005422,0.234227963963285,NA
"21ur-7959",0,NA,NA,NA,NA,NA
"21ur-12688",0,NA,NA,NA,NA,NA
"21ur-8692",0,NA,NA,NA,NA,NA
"21ur-9569",0,NA,NA,NA,NA,NA
"21ur-7608",0,NA,NA,NA,NA,NA
"21ur-8141",0,NA,NA,NA,NA,NA
"21ur-5615",0,NA,NA,NA,NA,NA
"21ur-12425",0.459908222266406,2.1012390892825,4.2280196031199,0.496979504951201,0.61920350419053,NA
"21ur-9805",0,NA,NA,NA,NA,NA
"21ur-6871",0,NA,NA,NA,NA,NA
"21ur-15394",0,NA,NA,NA,NA,NA
"21ur-10122",0,NA,NA,NA,NA,NA
"21ur-15337",0,NA,NA,NA,NA,NA
"21ur-13951",0,NA,NA,NA,NA,NA
"21ur-14468",0,NA,NA,NA,NA,NA
"21ur-10222",0,NA,NA,NA,NA,NA
"21ur-8082",0,NA,NA,NA,NA,NA
"21ur-8548",0,NA,NA,NA,NA,NA
"21ur-11662",0,NA,NA,NA,NA,NA
"21ur-6945",0,NA,NA,NA,NA,NA
"21ur-14159",0,NA,NA,NA,NA,NA
"21ur-7242",0,NA,NA,NA,NA,NA
"21ur-7044",0,NA,NA,NA,NA,NA
